valence,arousal
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1420366553269927
-0.04839792993039,-0.1430517990206165
-0.04839792993039,-0.1463510160248947
-0.04839792993039,-0.1491426611823605
-0.04839792993039,-0.1504115907993907
-0.04839792993039,-0.1516805204164207
-0.04839792993039,-0.1559948811143225
-0.04839792993039,-0.1605630277356307
-0.04839792993039,-0.1618319573526606
-0.04839792993039,-0.1618319573526606
-0.04839792993039,-0.1618319573526606
-0.04839792993039,-0.1641160306633144
-0.04839792993039,-0.1712220365186825
-0.04839792993039,-0.1765515409102085
-0.04839792993039,-0.1821348312251405
-0.04839792993039,-0.1867029778464484
-0.04839792993039,-0.1915249103911624
-0.04839792993039,-0.1971082007060942
-0.04839792993039,-0.2021839191742143
-0.04839792993039,-0.2054831361784923
-0.04839792993039,-0.2077672094891463
-0.0543190094774897,-0.2128429279572662
-0.0587598191378147,-0.2161421449615441
-0.0587598191378147,-0.2171572886551682
-0.0583368848844503,-0.2184262182721982
-0.0579139506310861,-0.2207102915828521
-0.0572795492510397,-0.2229943648935061
-0.0566451478709933,-0.2252784382041602
-0.0560107464909468,-0.2275625115148141
-0.0553763451109006,-0.2298465848254681
-0.0547419437308541,-0.2326382299829341
-0.0543190094774897,-0.2359374469872121
-0.0528387395907149,-0.2399980217617081
-0.0517814039573042,-0.243804810612798
-0.0517814039573042,-0.2468502416936701
-0.051569936830622,-0.2511646023915719
-0.05135846970394,-0.256240320859692
-0.05135846970394,-0.2636001126384659
-0.0500896669438471,-0.2717212621874579
-0.0490323313104365,-0.2803499835832618
-0.0488208641837542,-0.2874559894386299
-0.0486093970570722,-0.2930392797535617
-0.0479749956770258,-0.2976074263748698
-0.0475520614236616,-0.3021755729961777
-0.0467061929169329,-0.3075050773877036
-0.0450144559034759,-0.3118194380856055
-0.043534186016701,-0.3146110832430715
-0.0420539161299259,-0.3168951565537256
-0.0390933763563762,-0.3189254439409736
-0.0363443037095082,-0.3201943735580035
-0.0350755009494155,-0.3204481594814096
-0.0335952310626405,-0.3204481594814096
-0.0319034940491834,-0.3207019454048155
-0.0302117570357263,-0.3209557313282216
-0.0259824145020837,-0.3212095172516276
-0.0211186705883946,-0.3212095172516276
-0.015620525294659,-0.3214633031750335
-0.0111797156343341,-0.3229860187154695
-0.0090650443675128,-0.3252700920261236
-0.0058930374672809,-0.3270465934899655
-0.0018751620603203,-0.3295844527240255
0.0019312462199582,-0.3338988134219275
0.0055261873735544,-0.3374518163496113
0.0084867271471044,-0.3402434615070773
0.0112357997939721,-0.3432888925879495
0.0133504710607934,-0.3450653940517914
0.0146192738208863,-0.3470956814390393
0.0152536752009327,-0.3496335406730992
0.0163110108343434,-0.3534403295241894
0.0175798135944362,-0.3569933324518734
0.020540353367986,-0.3597849776093392
0.0241352945215824,-0.3613076931497753
0.0264614329150859,-0.3620690509199933
0.0277302356751787,-0.3625766227668052
0.0287875713085894,-0.3630841946136174
0.0296334398153178,-0.3646069101540532
0.0302678411953643,-0.3658758397710832
0.0319595782088214,-0.3671447693881131
0.0332283809689142,-0.3684136990051433
0.0338627823489607,-0.3701902004689852
0.0344971837290071,-0.3712053441626091
0.0347086508556891,-0.3712053441626091
0.0349201179823713,-0.3712053441626091
0.0353430522357355,-0.3712053441626091
0.0353430522357355,-0.3712053441626091
0.0353430522357355,-0.3717129160094213
0.0353430522357355,-0.3724742737796393
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3729818456264512
0.0353430522357355,-0.3737432033966693
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3745045611668873
0.0353430522357355,-0.3747583470902931
0.0353430522357355,-0.3750121330136992
0.0353430522357355,-0.3750121330136992
0.0353430522357355,-0.3752659189371051
0.0353430522357355,-0.3757734907839172
0.0353430522357355,-0.3762810626307292
0.0353430522357355,-0.3762810626307292
0.0353430522357355,-0.3762810626307292
0.0353430522357355,-0.3762810626307292
0.0353430522357355,-0.3762810626307292
0.0353430522357355,-0.3762810626307292
0.0353430522357355,-0.3765348485541352
0.0353430522357355,-0.3765348485541352
0.0353430522357355,-0.3765348485541352
0.0353430522357355,-0.3770424204009472
0.0353430522357355,-0.3772962063243531
0.0353430522357355,-0.3772962063243531
0.0353430522357355,-0.3772962063243531
0.0353430522357355,-0.3772962063243531
0.0353430522357355,-0.3775499922477592
0.0353430522357355,-0.3778037781711653
0.0353430522357355,-0.3780575640945711
0.0353430522357355,-0.3780575640945711
0.0353430522357355,-0.3780575640945711
0.0353430522357355,-0.3788189218647891
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3795802796350072
0.0353430522357355,-0.3798340655584132
0.0353430522357355,-0.3800878514818191
0.0353430522357355,-0.3800878514818191
0.0353430522357355,-0.3803416374052252
0.0353430522357355,-0.3803416374052252
0.0353430522357355,-0.3803416374052252
0.0353430522357355,-0.3805954233286313
0.0353430522357355,-0.3808492092520371
0.0353430522357355,-0.3808492092520371
0.0353430522357355,-0.3811029951754432
0.0353430522357355,-0.3813567810988491
0.0353430522357355,-0.3813567810988491
0.0353430522357355,-0.3813567810988491
0.0353430522357355,-0.3816105670222551
0.0353430522357355,-0.3821181388690671
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0353430522357355,-0.3823719247924732
0.0366118549958284,-0.3823719247924732
0.0376691906292391,-0.3823719247924732
0.0393609276426961,-0.3823719247924732
0.0435902701763388,-0.3823719247924732
0.0499342839768029,-0.3823719247924732
0.0564897649039492,-0.3823719247924732
0.0600847060575454,-0.3823719247924732
0.0621993773243667,-0.3823719247924732
0.064102581464506,-0.3823719247924732
0.0666401869846915,-0.3823719247924732
0.0696007267582415,-0.3823719247924732
0.0725612665317914,-0.3823719247924732
0.0742530035452485,-0.3823719247924732
0.0753103391786592,-0.3823719247924732
0.076579141938752,-0.3823719247924732
0.0772135433187985,-0.3823719247924732
0.0774250104454805,-0.3823719247924732
0.0780594118255269,-0.3823719247924732
0.0786938132055733,-0.3823719247924732
0.0791167474589376,-0.3823719247924732
0.0803855502190304,-0.3823719247924732
0.0816543529791233,-0.3823719247924732
0.0820772872324875,-0.3823719247924732
0.0822887543591697,-0.3823719247924732
0.0827116886125339,-0.3823719247924732
0.0835575571192624,-0.3823719247924732
0.0848263598793553,-0.3823719247924732
0.0854607612594017,-0.3823719247924732
0.0854607612594017,-0.3823719247924732
0.0860951626394481,-0.3823719247924732
0.0865180968928123,-0.3823719247924732
0.0867295640194945,-0.3823719247924732
0.0869410311461766,-0.3823719247924732
0.0869410311461766,-0.3823719247924732
0.0871524982728588,-0.3823719247924732
0.087363965399541,-0.3823719247924732
0.087363965399541,-0.3823719247924732
0.0877868996529052,-0.3823719247924732
0.0886327681596337,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3823719247924732
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3826257107158792
0.0888442352863159,-0.3831332825626912
0.0888442352863159,-0.383387068486097
0.0888442352863159,-0.3836408544095031
0.0888442352863159,-0.3838946403329092
0.0888442352863159,-0.384148426256315
0.0888442352863159,-0.384148426256315
0.0888442352863159,-0.3844022121797211
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3846559981031272
0.0888442352863159,-0.3849097840265331
0.0888442352863159,-0.3849097840265331
0.0888442352863159,-0.3851635699499391
0.0888442352863159,-0.3851635699499391
0.0888442352863159,-0.3851635699499391
